SIMULATED EQUIVALENT  """OBSERVED VALUE"""  """OBSERVATION NAME"""
85  82  w46_02022001
85  83  w46_02282001
85  82  w46_04052001
85  82  w46_04252001
85  82  w46_05242001
84  82  w46_07092001
85  82  w46_07232001
84  82  w46_08302001
84  82  w46_09272001
85  82  w46_11082001
85  82  w46_11302001
85  82  w46_12202001
85  82  w46_01302002
85  82  w46_03042002
85  82  w46_03262002
85  82  w46_04162002
85  82  w46_04262002
85  82  w46_05282002
85  82  w46_06252002
85  82  w46_07292002
85  82  w46_08282002
85  82  w46_10022002
85  82  w46_11072002
85  82  w46_12022002
85  82  w46_12302002
85  82  w46_01302003
85  82  w46_02242003
85  82  w46_03262003
85  82  w46_04232003
85  82  w46_04292003
85  82  w46_05272003
84  85  w46_07292003
84  85  w46_08282003
84  82  w46_09262003
85  82  w46_10252003
85  82  w46_11262003
85  82  w46_01262004
85  83  w46_02232004
85  82  w46_04012004
85  82  w46_04302004
85  82  w46_05272004
85  82  w46_06292004
85  82  w46_08042004
85  82  w46_08302004
85  82  w46_09292004
85  82  w46_10272004
85  82  w46_12012004
85  83  w46_12282004
85  83  w46_02092005
85  83  w46_02222005
85  83  w46_03302005
85  83  w46_04262005
85  83  w46_05262005
85  82  w46_06302005
85  82  w46_07282005
85  82  w46_08312005
85  82  w46_10282005
85  82  w46_12062005
85  83  w46_01062006
85  82  w46_02012006
85  83  w46_03022006
85  83  w46_03292006
85  83  w46_04252006
85  82  w46_05252006
84  82  w46_07062006
84  82  w46_08102006
84  82  w46_09012006
84  82  w46_10042006
85  82  w46_11012006
85  82  w46_11292006
85  82  w46_12222006
85  82  w46_02052007
85  82  w46_02272007
85  82  w46_03272007
85  82  w46_04252007
85  82  w46_05012007
85  82  w46_05312007
85  82  w46_06292007
84  82  w46_08022007
84  82  w46_08312007
84  82  w46_10022007
84  82  w46_11022007
85  82  w46_11292007
85  82  w46_12202007
85  83  w46_01102008
85  83  w46_02012008
85  83  w46_02292008
85  82  w46_03212008
85  82  w46_04242008
85  82  w46_05302008
85  82  w46_07022008
84  82  w46_07302008
84  82  w46_09042008
85  82  w46_10292008
85  82  w46_12032008
85  82  w46_01082009
85  82  w46_01302009
85  83  w46_02272009
85  82  w46_03302009
85  82  w46_04282009
85  82  w46_06012009
85  82  w46_06242009
85  82  w46_08052009
84  82  w46_09012009
84  82  w46_09302009
84  83  w46_10162009
84  82  w46_11042009
85  82  w46_12032009
85  82  w46_01052010
85  83  w46_01292010
85  83  w46_03042010
85  83  w46_03302010
85  83  w46_04292010
85  82  w46_06042010
85  82  w46_06302010
85  82  w46_07302010
84  82  w46_08312010
84  82  w46_10012010
85  82  w46_10282010
85  82  w46_12012010
85  83  w46_01052011
85  82  w46_01272011
85  83  w46_02282011
85  83  w46_04012011
85  82  w46_05022011
85  82  w46_06032011
85  82  w46_06282011
84  82  w46_08012011
84  82  w46_08292011
84  82  w46_10032011
84  82  w46_11022011
85  82  w46_11302011
85  82  w46_01062012
85  82  w46_01302012
85  82  w46_03052012
85  83  w46_04022012
85  82  w46_04302012
85  82  w46_06012012
84  82  w46_06292012
84  82  w46_08012012
84  82  w46_08272012
84  82  w46_09272012
84  82  w46_10292012
84  83  w46_12062012
84  83  w46_01022013
84  82  w46_01302013
85  82  w46_02272013
85  82  w46_03202013
85  82  w46_04252013
84  82  w46_05312013
84  82  w46_06242013
84  82  w46_08012013
84  82  w46_09062013
84  82  w46_10082013
84  82  w46_11062013
84  82  w46_12022013
85  82  w46_01082014
85  82  w46_02032014
85  83  w46_03032014
85  82  w46_03282014
85  82  w46_04302014
85  82  w46_06052014
84  82  w46_07022014
84  82  w46_07302014
84  82  w46_08222014
12  8  w47_11011990
13  8  w47_11291990
14  7  w47_01311991
14  7  w47_02281991
14  -1  w47_03281991
14  0  w47_05021991
11  0  w47_05301991
12  12  w47_06271991
12  0  w47_08011991
11  13  w47_08291991
12  12  w47_09261991
12  12  w47_10311991
13  14  w47_11271991
14  11  w47_01021992
14  0  w47_01301992
14  13  w47_02271992
13  0  w47_04021992
11  -1  w47_04301992
11  12  w47_05281992
14  12  w47_07021992
12  12  w47_07301992
9  -1  w47_08271992
4  -2  w47_10011992
2  -2  w47_10291992
5  -2  w47_11251992
11  10  w47_12311992
12  13  w47_01281993
14  13  w47_02251993
15  12  w47_04011993
15  12  w47_04291993
14  12  w47_05271993
11  -1  w47_07011993
6  -2  w47_07291993
2  -1  w47_08261993
0  -2  w47_09301993
5  -2  w47_10281993
8  -2  w47_11241993
11  10  w47_12301993
13  10  w47_01271994
12  12  w47_02251994
11  12  w47_03311994
10  7  w47_04281994
8  6  w47_05311994
9  4  w47_06301994
8  4  w47_07281994
6  0  w47_08251994
1  -2  w47_09291994
-1  -1  w47_10271994
-2  -2  w47_11231994
4  -2  w47_12291994
9  13  w47_01261995
12  13  w47_02231995
13  14  w47_03301995
14  13  w47_04271995
14  14  w47_05251995
14  14  w47_06291995
12  15  w47_07271995
9  -3  w47_08311995
8  13  w47_09281995
7  12  w47_10261995
11  12  w47_11301995
12  12  w47_12281995
12  13  w47_01251996
11  13  w47_02291996
9  -4  w47_03281996
10  -5  w47_04251996
7  -6  w47_05301996
3  -6  w47_06271996
-5  -6  w47_08281996
-8  -6  w47_09261996
2  -6  w47_11271996
7  -6  w47_12261996
8  -6  w47_02271997
8  -5  w47_03271997
10  -6  w47_04241997
11  12  w47_05291997
9  -4  w47_06261997
8  -6  w47_07311997
6  -6  w47_08281997
3  -6  w47_09251997
4  -6  w47_10301997
7  -6  w47_11261997
8  -6  w47_12311997
9  13  w47_01291998
9  14  w47_02261998
9  13  w47_03261998
9  -4  w47_06251998
6  -4  w47_08271998
5  13  w47_09241998
4  13  w47_10291998
7  13  w47_11251998
3  3  w47_11241999
5  5  w47_12301999
-56  2  w48_10231990
-41  -1  w48_11161990
-34  2  w48_12191990
-19  -1  w48_01041991
-19  -2  w48_02051991
-9  0  w48_03051991
-6  4  w48_03181991
-5  9  w48_03251991
-4  9  w48_04021991
-3  9  w48_04091991
-2  9  w48_04181991
-1  9  w48_05031991
1  9  w48_06061991
1  6  w48_07051991
-1  5  w48_08061991
-2  8  w48_09041991
-1  5  w48_10021991
0  7  w48_11151991
0  7  w48_12091991
3  4  w48_01061992
9  4  w48_02051992
12  9  w48_03021992
13  9  w48_03121992
13  9  w48_04021992
13  9  w48_05081992
13  9  w48_06091992
12  9  w48_07071992
11  8  w48_08101992
11  8  w48_09101992
7  5  w48_10191992
3  3  w48_11111992
1  2  w48_12021992
-1  2  w48_12311992
-5  10  w48_01251993
-3  10  w48_03031993
0  9  w48_04021993
1  6  w48_05041993
-2  6  w48_06091993
-50  5  w48_09291993
13  8  w49_10231990
14  8  w49_11161990
14  8  w49_12191990
14  8  w49_01041991
15  7  w49_02051991
15  7  w49_03051991
15  7  w49_03141991
15  10  w49_03181991
15  11  w49_03201991
15  12  w49_03251991
15  12  w49_03281991
15  12  w49_04021991
15  12  w49_04091991
15  12  w49_04121991
15  12  w49_04181991
15  12  w49_05031991
15  12  w49_05151991
15  12  w49_05161991
14  12  w49_05231991
14  12  w49_05301991
14  12  w49_06051991
14  12  w49_06061991
14  12  w49_06201991
14  12  w49_07051991
14  11  w49_09041991
14  11  w49_10021991
14  11  w49_11151991
14  11  w49_12091991
15  11  w49_01061992
15  10  w49_02051992
15  10  w49_02111992
15  11  w49_02121992
15  12  w49_02131992
15  12  w49_02141992
15  13  w49_02151992
15  13  w49_02181992
15  13  w49_02191992
15  13  w49_02211992
15  12  w49_02241992
15  12  w49_02261992
16  12  w49_02281992
16  12  w49_03021992
15  12  w49_03061992
15  12  w49_03121992
15  12  w49_04021992
14  12  w49_05081992
14  12  w49_06091992
14  12  w49_07071992
14  11  w49_08201992
13  11  w49_09101992
11  10  w49_10191992
10  10  w49_11111992
11  10  w49_12021992
12  10  w49_12291992
13  13  w49_01251993
14  13  w49_03031993
15  12  w49_04021993
15  12  w49_05041993
15  12  w49_06091993
14  12  w49_06291993
13  11  w49_07281993
11  11  w49_08301993
10  10  w49_09291993
11  10  w49_11021993
11  9  w49_11291993
13  10  w49_01061994
14  9  w49_01201994
14  11  w49_02101994
14  12  w49_02231994
14  12  w49_03231994
13  11  w49_04271994
13  11  w49_05281994
12  11  w49_06291994
12  10  w49_07271994
11  9  w49_08301994
10  9  w49_09281994
9  8  w49_10241994
8  7  w49_11291994
9  7  w49_12291994
10  7  w49_01051995
10  9  w49_01091995
10  11  w49_01101995
10  12  w49_01111995
10  12  w49_01121995
10  12  w49_01131995
10  12  w49_01161995
10  12  w49_01201995
11  13  w49_01251995
13  12  w49_02271995
13  14  w49_03151995
14  13  w49_03291995
14  12  w49_04261995
15  12  w49_05301995
15  12  w49_06291995
14  12  w49_07281995
13  12  w49_09051995
12  12  w49_10051995
12  12  w49_10311995
13  12  w49_11271995
14  12  w49_12261995
14  13  w49_02281996
13  12  w49_03291996
13  12  w49_04241996
12  12  w49_05291996
11  11  w49_07011996
10  12  w49_07251996
8  11  w49_08291996
7  11  w49_09271996
6  11  w49_11011996
6  11  w49_11071996
7  11  w49_11181996
7  12  w49_11201996
7  12  w49_11211996
7  12  w49_11221996
8  12  w49_11251996
8  12  w49_11261996
8  12  w49_11281996
8  12  w49_11301996
8  12  w49_12011996
8  12  w49_12031996
9  12  w49_12051996
9  12  w49_12081996
9  12  w49_12101996
9  12  w49_12111996
9  12  w49_12131996
9  12  w49_12161996
9  12  w49_12181996
10  12  w49_12271996
10  13  w49_01071997
11  13  w49_01311997
12  12  w49_02271997
12  12  w49_03281997
12  12  w49_04281997
13  11  w49_05291997
12  11  w49_07091997
12  10  w49_08051997
11  10  w49_08281997
10  9  w49_09301997
10  9  w49_10301997
11  9  w49_11141997
11  12  w49_12301997
12  12  w49_01291998
12  14  w49_02041998
12  14  w49_02251998
12  13  w49_03301998
12  13  w49_05121998
12  13  w49_06011998
12  13  w49_07011998
12  13  w49_08051998
10  13  w49_09281998
10  13  w49_10231998
11  13  w49_12021998
12  13  w49_12281998
12  13  w49_01291999
13  13  w49_02241999
13  13  w49_04021999
13  13  w49_04281999
13  13  w49_06011999
12  12  w49_07011999
11  12  w49_07271999
9  11  w49_08311999
7  10  w49_10081999
8  10  w49_10271999
9  11  w49_11291999
9  12  w49_01052000
10  12  w49_01282000
11  12  w49_02252000
11  12  w49_04032000
11  12  w49_04252000
10  12  w49_06012000
9  12  w49_06282000
8  12  w49_07312000
6  11  w49_08292000
4  10  w49_10032000
4  11  w49_10242000
4  12  w49_10312000
6  12  w49_11302000
6  12  w49_12202000
7  12  w49_02022001
7  12  w49_02082001
8  12  w49_04052001
8  12  w49_05032001
8  12  w49_05242001
7  12  w49_07092001
7  11  w49_07232001
5  11  w49_08312001
4  10  w49_09272001
3  9  w49_10242001
6  9  w49_11302001
7  12  w49_12202001
8  12  w49_01302002
9  12  w49_03042002
9  12  w49_03262002
10  12  w49_04262002
9  12  w49_05282002
9  12  w49_06252002
8  12  w49_07292002
7  11  w49_08282002
6  10  w49_10022002
6  8  w49_10302002
9  12  w49_12022002
11  12  w49_12302002
12  12  w49_01302003
13  12  w49_02242003
13  12  w49_03262003
14  12  w49_04292003
14  12  w49_05272003
14  12  w49_06262003
14  12  w49_07292003
13  11  w49_08282003
13  11  w49_09262003
13  10  w49_10252003
14  10  w49_11262003
15  10  w49_12222003
15  12  w49_12262003
15  12  w49_02232004
16  12  w49_04012004
16  12  w49_04302004
15  12  w49_05272004
15  12  w49_06292004
15  11  w49_08032004
15  11  w49_08302004
15  10  w49_09292004
15  10  w49_10272004
15  10  w49_12012004
16  11  w49_12282004
16  12  w49_02092005
16  13  w49_02222005
16  13  w49_03312005
16  12  w49_05022005
15  12  w49_06302005
15  12  w49_07282005
15  12  w49_08312005
15  11  w49_09282005
15  11  w49_11172005
15  12  w49_12062005
16  12  w49_01062006
16  12  w49_02012006
16  12  w49_03022006
16  12  w49_03292006
16  12  w49_04262006
15  12  w49_05252006
15  12  w49_07062006
15  12  w49_08102006
15  11  w49_09012006
15  11  w49_10032006
15  11  w49_11012006
15  11  w49_11152006
15  11  w49_11272006
15  11  w49_12212006
16  12  w49_02052007
16  12  w49_02272007
16  12  w49_03272007
15  12  w49_05012007
14  11  w49_05312007
13  11  w49_06272007
11  10  w49_08022007
10  9  w49_08312007
9  8  w49_10022007
9  8  w49_10252007
12  7  w49_11292007
13  7  w49_12202007
13  11  w49_01102008
14  12  w49_02012008
14  12  w49_02292008
15  12  w49_03212008
15  12  w49_04282008
15  12  w49_05292008
14  11  w49_07022008
13  11  w49_07302008
12  10  w49_09042008
11  10  w49_10022008
12  9  w49_10292008
12  9  w49_11122008
12  9  w49_12032008
13  9  w49_01082009
13  9  w49_01302009
13  12  w49_02252009
13  12  w49_03302009
13  12  w49_05012009
13  12  w49_06012009
13  12  w49_06242009
13  11  w49_08052009
12  11  w49_09012009
11  10  w49_09302009
11  11  w49_10162009
11  12  w49_11042009
12  12  w49_11242009
13  12  w49_01052010
13  12  w49_01292010
13  12  w49_03042010
13  12  w49_03302010
13  12  w49_04292010
13  12  w49_06042010
13  12  w49_06302010
13  12  w49_07302010
13  11  w49_08312010
13  11  w49_10012010
13  11  w49_10282010
13  12  w49_12012010
13  12  w49_01052011
13  12  w49_01272011
13  12  w49_02282011
13  13  w49_04012011
13  12  w49_05022011
13  12  w49_06032011
13  12  w49_06282011
12  11  w49_08012011
11  11  w49_08292011
10  11  w49_10032011
10  11  w49_11022011
10  11  w49_11302011
12  11  w49_01062012
12  12  w49_01302012
13  11  w49_03052012
13  12  w49_04022012
13  12  w49_04302012
12  11  w49_06012012
12  11  w49_06292012
10  11  w49_08012012
10  11  w49_08272012
9  11  w49_09272012
9  10  w49_10292012
8  11  w49_12062012
8  12  w49_01022013
8  12  w49_01302013
10  12  w49_02272013
11  11  w49_04032013
11  11  w49_04252013
11  11  w49_05312013
11  11  w49_06242013
9  10  w49_08012013
9  10  w49_09062013
9  9  w49_10082013
8  9  w49_11042013
10  8  w49_11252013
12  8  w49_01082014
12  8  w49_02032014
13  9  w49_03032014
13  11  w49_03282014
13  11  w49_04302014
13  11  w49_06052014
13  11  w49_07032014
12  10  w49_07302014
12  9  w49_08272014
23  29  w50_02262009
22  28  w50_03262009
23  28  w50_04302009
23  28  w50_06252009
21  19  w50_07302009
23  17  w50_08272009
24  27  w50_09242009
16  26  w50_10292009
15  18  w50_11252009
14  30  w50_12312009
16  18  w50_01282010
21  28  w50_02252010
21  18  w50_03252010
21  28  w50_04292010
21  28  w50_05282010
22  17  w50_06242010
24  17  w50_07292010
25  18  w50_08262010
25  17  w50_09302010
21  28  w50_10282010
20  28  w50_11242010
18  29  w50_12302010
20  17  w50_01272011
23  17  w50_02242011
25  29  w50_03312011
26  18  w50_04282011
26  28  w50_05262011
27  28  w50_06302011
27  28  w50_07282011
28  29  w50_08252011
27  28  w50_09292011
26  28  w50_10272011
25  28  w50_11232011
25  28  w50_12152011
26  29  w50_01262012
26  18  w50_02232012
22  28  w50_03292012
22  28  w50_04262012
21  29  w50_05302012
21  17  w50_06282012
19  18  w50_07262012
17  17  w50_08302012
13  19  w50_09272012
12  19  w50_10252012
11  20  w51_11011990
4  18  w51_11291990
0  18  w51_12271990
17  20  w51_01311991
21  20  w51_02281991
23  27  w51_03281991
25  28  w51_05021991
24  28  w51_05301991
22  27  w51_06271991
16  25  w51_08011991
12  23  w51_08291991
5  22  w51_09261991
0  21  w51_10311991
1  20  w51_11271991
14  21  w51_01021992
14  15  w51_01301992
15  28  w51_02271992
20  29  w51_04021992
22  30  w51_04301992
15  16  w51_05281992
-12  15  w51_07021992
-46  25  w51_07301992
-71  24  w51_08271992
-76  22  w51_10011992
-69  20  w51_10291992
-17  20  w51_11251992
-20  25  w51_12311992
-26  28  w51_01281993
-1  29  w51_02251993
10  28  w51_04011993
13  28  w51_04291993
15  28  w51_05271993
3  27  w51_07011993
-12  27  w51_07291993
-14  27  w51_08261993
-6  27  w51_09301993
8  27  w51_10281993
15  27  w51_11241993
18  27  w51_12301993
21  27  w51_01271994
21  28  w51_02251994
22  27  w51_03311994
23  27  w51_04281994
23  27  w51_05311994
23  27  w51_06301994
22  27  w51_07281994
19  25  w51_08251994
20  24  w51_09291994
22  24  w51_10271994
23  24  w51_11231994
23  26  w51_12291994
22  28  w51_01261995
23  28  w51_02231995
22  28  w51_03301995
24  28  w51_04271995
25  28  w51_05251995
26  28  w51_06291995
26  28  w51_07271995
26  27  w51_08311995
27  27  w51_09281995
27  28  w51_10261995
28  28  w51_11301995
29  28  w51_12281995
29  28  w51_01251996
30  28  w51_02291996
29  28  w51_03281996
29  28  w51_04251996
28  28  w51_05301996
28  27  w51_06271996
27  27  w51_07251996
27  27  w51_08281996
27  27  w51_09261996
28  27  w51_10311996
29  27  w51_11271996
29  28  w51_12261996
30  28  w51_01301997
31  28  w51_02271997
31  27  w51_03271997
31  27  w51_04241997
30  27  w51_05291997
30  27  w51_06261997
27  27  w51_07311997
26  27  w51_08281997
26  26  w51_09251997
27  27  w51_10301997
28  28  w51_11261997
28  27  w51_12311997
26  28  w51_01291998
27  28  w51_02261998
28  28  w51_03261998
29  28  w51_04301998
30  28  w51_05281998
30  27  w51_06251998
30  27  w51_07301998
28  27  w51_08271998
29  27  w51_09241998
30  27  w51_10291998
29  27  w51_11251998
24  27  w51_12311998
22  27  w51_01281999
22  27  w51_02251999
23  28  w51_03251999
24  27  w51_04291999
26  27  w51_05271999
27  27  w51_06241999
28  27  w51_07291999
29  27  w51_08261999
29  27  w51_09301999
30  27  w51_10281999
30  27  w51_11241999
29  27  w51_12301999
27  28  w51_01272000
24  28  w51_02242000
22  27  w51_03302000
23  27  w51_04272000
25  27  w51_05252000
27  27  w51_06292000
28  27  w51_07272000
29  27  w51_08312000
29  27  w51_04252002
29  27  w51_05302002
29  27  w51_06272002
28  27  w51_07252002
28  27  w51_08292002
28  27  w51_09262002
29  27  w51_10312002
28  25  w51_11272002
28  28  w51_12262002
28  28  w51_01302003
29  27  w51_02272003
29  27  w51_03272003
29  27  w51_04242003
27  27  w51_05292003
26  27  w51_06262003
26  27  w51_07312003
27  27  w51_08282003
28  27  w51_09252003
29  27  w51_10302003
29  27  w51_11262003
28  27  w51_12182003
27  27  w51_01292004
27  28  w51_02262004
27  27  w51_03252004
27  27  w51_04292004
27  27  w51_05272004
28  27  w51_06242004
28  27  w51_07292004
29  27  w51_08262004
29  27  w51_09302004
29  27  w51_10282004
29  28  w51_11182004
29  27  w51_12232004
30  28  w51_01272005
29  28  w51_02242005
28  27  w51_03312005
28  27  w51_04282005
29  27  w51_05262005
29  27  w51_06302005
29  28  w51_07282005
30  27  w51_08252005
30  27  w51_09292005
30  27  w51_10272005
29  27  w51_11232005
28  27  w51_12222005
29  27  w51_01252006
28  27  w51_02222006
27  28  w51_03292006
26  28  w51_04262006
14  13  w52_11011990
10  13  w52_11291990
7  12  w52_12271990
18  21  w52_01311991
21  17  w52_02281991
23  24  w52_03281991
25  29  w52_05021991
24  19  w52_05301991
23  20  w52_06271991
19  19  w52_08011991
16  18  w52_08291991
11  17  w52_09261991
6  14  w52_10311991
7  15  w52_11271991
16  17  w52_01021992
15  21  w52_01301992
16  29  w52_02271992
20  29  w52_04021992
22  29  w52_04301992
18  15  w52_05281992
0  17  w52_07021992
-22  14  w52_07301992
-39  12  w52_08271992
-45  10  w52_10011992
-42  13  w52_10291992
-8  14  w52_11251992
-11  17  w52_01281993
4  30  w52_02251993
12  29  w52_04011993
14  17  w52_04291993
16  29  w52_05271993
9  18  w52_07011993
-1  18  w52_07291993
-3  19  w52_08261993
3  18  w52_09301993
12  29  w52_10281993
17  29  w52_11241993
19  29  w52_12301993
21  29  w52_01271994
22  29  w52_02251994
22  15  w52_03311994
23  29  w52_04281994
23  14  w52_05311994
23  15  w52_06301994
23  15  w52_07281994
20  12  w52_08251994
20  11  w52_09291994
22  27  w52_10271994
23  26  w52_11231994
23  28  w52_12291994
22  29  w52_01261995
22  29  w52_02231995
22  13  w52_03301995
23  28  w52_04271995
24  29  w52_05251995
25  29  w52_06291995
26  28  w52_07271995
26  28  w52_08311995
26  28  w52_09281995
27  28  w52_10261995
28  28  w52_11301995
28  28  w52_12281995
29  29  w52_01251996
29  29  w52_02291996
29  29  w52_03281996
28  29  w52_04251996
28  28  w52_05301996
28  28  w52_06271996
27  28  w52_07251996
27  13  w52_08281996
27  28  w52_09261996
28  28  w52_10311996
29  29  w52_11271996
29  29  w52_12261996
29  23  w52_01301997
30  29  w52_02271997
31  29  w52_03271997
31  28  w52_04241997
30  28  w52_05291997
29  13  w52_06261997
27  12  w52_07311997
26  28  w52_08281997
26  13  w52_09251997
27  28  w52_10301997
27  28  w52_11261997
28  29  w52_12311997
27  13  w52_02261998
28  29  w52_03261998
29  29  w52_04301998
29  29  w52_05281998
30  29  w52_06251998
29  28  w52_07301998
28  28  w52_08271998
29  8  w52_09241998
29  28  w52_10291998
29  28  w52_11251998
25  28  w52_12311998
24  12  w52_04291999
26  28  w52_05271999
27  27  w52_06241999
28  30  w52_07291999
28  19  w52_08261999
29  27  w52_09301999
29  27  w52_10281999
30  28  w52_11241999
29  28  w52_12301999
27  29  w52_01272000
25  13  w52_02242000
23  23  w52_03302000
24  8  w52_04272000
26  20  w52_06292000
27  20  w52_07272000
28  19  w52_08312000
29  20  w52_09282000
29  20  w52_10262000
29  20  w52_11302000
30  20  w52_12282000
30  20  w52_01252001
27  8  w52_04262001
30  28  w52_02282002
29  28  w52_03282002
29  28  w52_04252002
28  28  w52_05302002
28  28  w52_06272002
28  25  w52_07252002
28  28  w52_08292002
28  17  w52_09262002
28  28  w52_10312002
28  28  w52_11272002
27  29  w52_12262002
27  18  w52_01302003
28  16  w52_02272003
29  18  w52_03272003
27  28  w52_05292003
26  23  w52_06262003
27  28  w52_08282003
28  28  w52_09252003
28  28  w52_10302003
29  28  w52_11262003
28  28  w52_12182003
27  28  w52_01292004
27  18  w52_02262004
27  26  w52_03252004
26  17  w52_04292004
27  17  w52_06242004
27  27  w52_07292004
28  26  w52_08262004
28  27  w52_09302004
28  27  w52_10282004
28  27  w52_11182004
29  27  w52_12232004
29  29  w52_01272005
28  29  w52_02242005
27  29  w52_03312005
28  29  w52_04282005
29  17  w52_05262005
29  27  w52_06302005
29  27  w52_07282005
29  27  w52_08252005
29  28  w52_09292005
29  28  w52_10272005
29  28  w52_11232005
28  28  w52_12222005
28  19  w52_01252006
27  18  w52_02222006
26  29  w52_03292006
26  29  w52_04262006
26  18  w52_05312006
26  10  w52_06282006
25  10  w52_07262006
26  28  w52_08302006
26  11  w52_09272006
26  23  w52_10252006
26  23  w52_11292006
26  24  w52_12272006
27  28  w52_02222007
27  28  w52_03292007
25  28  w52_04262007
21  28  w52_05312007
17  13  w52_06282007
17  12  w52_07262007
18  15  w52_08302007
19  13  w52_10252007
18  13  w52_11292007
20  29  w52_01312008
20  28  w52_02212008
20  28  w52_03272008
20  17  w52_04242008
16  17  w52_05292008
11  28  w52_06262008
16  23  w52_08282008
19  22  w52_09252008
17  27  w52_10302008
13  28  w52_12182008
16  15  w52_01292009
19  17  w52_02262009
18  14  w52_03262009
19  28  w52_04302009
19  28  w52_05282009
20  16  w52_06252009
15  16  w52_10292009
13  28  w52_11252009
12  19  w52_12312009
12  17  w52_01282010
17  29  w52_02252010
18  17  w52_03252010
19  28  w52_04292010
20  28  w52_05282010
20  28  w52_06242010
22  28  w52_07292010
24  28  w52_08262010
24  28  w52_09302010
21  28  w52_10282010
20  28  w52_11242010
18  29  w52_12302010
19  28  w52_01272011
21  28  w52_02242011
23  29  w52_03312011
24  28  w52_04282011
25  28  w52_05262011
26  28  w52_06302011
26  28  w52_07282011
27  27  w52_08252011
26  28  w52_09292011
26  28  w52_10272011
25  28  w52_11232011
25  28  w52_12152011
25  28  w52_01262012
25  28  w52_02232012
23  28  w52_03292012
22  28  w52_04262012
21  27  w52_05302012
21  28  w52_06282012
20  28  w52_07262012
18  28  w52_08302012
16  28  w52_09272012
4  0  w53_10231990
5  -1  w53_10311990
5  -1  w53_12011990
5  -1  w53_12171990
5  -1  w53_01011991
5  -1  w53_01081991
5  -1  w53_01091991
5  -1  w53_02011991
5  -1  w53_02051991
5  -1  w53_03011991
5  -1  w53_03061991
5  1  w53_03181991
5  2  w53_04011991
5  2  w53_04231991
5  2  w53_05011991
5  2  w53_05031991
5  2  w53_06011991
5  2  w53_06061991
4  3  w53_07011991
4  3  w53_07051991
4  2  w53_08011991
4  2  w53_08061991
4  2  w53_09011991
4  2  w53_09041991
4  5  w53_10021991
85  82  w54_11011990
85  81  w54_11291990
85  81  w54_12271990
85  81  w54_01311991
86  82  w54_02281991
86  83  w54_03281991
85  82  w54_05021991
85  82  w54_05301991
85  82  w54_06271991
85  82  w54_08011991
85  82  w54_08291991
85  82  w54_09261991
85  82  w54_10311991
85  81  w54_11271991
86  82  w54_01021992
86  82  w54_01301992
86  82  w54_02271992
86  82  w54_04021992
86  82  w54_04301992
85  82  w54_05281992
85  82  w54_07021992
85  82  w54_07301992
85  82  w54_08271992
85  82  w54_10011992
85  82  w54_10291992
85  82  w54_11251992
85  82  w54_12311992
85  83  w54_01281993
86  83  w54_02251993
85  82  w54_04011993
86  82  w54_04291993
85  82  w54_05271993
85  82  w54_07011993
85  82  w54_07291993
85  82  w54_08261993
85  82  w54_09301993
85  82  w54_10281993
85  82  w54_11241993
85  82  w54_12301993
86  82  w54_01271994
86  83  w54_02251994
86  82  w54_04281994
86  82  w54_05311994
85  82  w54_06301994
85  82  w54_07281994
85  82  w54_08251994
85  82  w54_09291994
85  82  w54_10271994
85  82  w54_11231994
85  82  w54_12291994
86  83  w54_01261995
86  82  w54_02231995
86  82  w54_03301995
85  82  w54_04271995
85  82  w54_05251995
85  82  w54_06291995
85  82  w54_07271995
85  82  w54_08311995
85  82  w54_09281995
85  82  w54_10261995
85  82  w54_11301995
86  82  w54_12281995
86  82  w54_01251996
86  83  w54_02291996
85  82  w54_03281996
85  82  w54_04251996
85  82  w54_05301996
85  82  w54_06271996
85  82  w54_07251996
85  82  w54_08281996
85  82  w54_09261996
85  82  w54_10311996
86  82  w54_11271996
86  82  w54_12261996
86  83  w54_01301997
86  82  w54_02271997
86  81  w54_03271997
86  81  w54_04241997
86  82  w54_05291997
85  82  w54_06261997
85  82  w54_07311997
85  82  w54_08281997
85  82  w54_09251997
85  82  w54_10301997
85  82  w54_11261997
85  82  w54_12311997
85  82  w54_01291998
86  82  w54_02261998
86  82  w54_03261998
86  82  w54_04301998
85  82  w54_05281998
85  81  w54_06251998
85  82  w54_07301998
85  81  w54_08271998
85  81  w54_09241998
85  81  w54_10291998
85  81  w54_11251998
85  82  w54_12311998
86  82  w54_01281999
86  82  w54_02251999
86  82  w54_03251999
86  82  w54_04291999
85  81  w54_05271999
85  81  w54_06241999
85  81  w54_07291999
85  81  w54_08261999
85  81  w54_09301999
85  81  w54_10281999
85  81  w54_11241999
85  81  w54_12301999
86  83  w54_01272000
86  82  w54_02242000
86  82  w54_03302000
86  81  w54_04272000
85  81  w54_05252000
85  81  w54_06292000
85  81  w54_07272000
85  81  w54_08312000
86  81  w54_03282002
86  80  w54_04252002
85  81  w54_05302002
85  81  w54_06272002
85  81  w54_07252002
85  81  w54_08292002
85  81  w54_09262002
85  81  w54_10312002
85  81  w54_11272002
85  82  w54_12262002
86  81  w54_01302003
86  81  w54_02272003
86  81  w54_03272003
85  81  w54_04242003
85  81  w54_05292003
85  81  w54_06262003
85  81  w54_07312003
85  81  w54_08282003
85  81  w54_09252003
85  81  w54_10302003
85  81  w54_11262003
85  81  w54_12182003
86  81  w54_01292004
86  82  w54_02262004
86  81  w54_03252004
86  81  w54_04292004
85  81  w54_05272004
